Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2025,FYTD,JUN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,3600
2025,FYTD,JUN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,526
2025,FYTD,JUN,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,20
2025,FYTD,JUN,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,119
2025,FYTD,JUN,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,50
2025,FYTD,JUN,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,416
2025,FYTD,JUN,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,33
2025,FYTD,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,64
2025,FYTD,MAR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1
2025,FYTD,MAR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2
2025,FYTD,MAR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,330
2025,FYTD,MAR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,31
2025,FYTD,MAR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,11
2025,FYTD,MAR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,22
2025,FYTD,MAR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,4
2025,FYTD,MAR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3144
2025,FYTD,MAR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,189
2025,FYTD,MAR,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,1
2025,FYTD,MAR,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,27
2025,FYTD,MAR,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,6
2025,FYTD,MAR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,10
2025,FYTD,MAR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,49
2025,FYTD,MAR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,41
2025,FYTD,MAR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,121
2025,FYTD,MAR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,247
2025,FYTD,MAR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,154
2025,FYTD,MAR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,692
2025,FYTD,MAR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,267
2025,FYTD,MAR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,4230
2025,FYTD,MAR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,737
2025,FYTD,MAR,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,23
2025,FYTD,MAR,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,89
2025,FYTD,MAR,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,62
2025,FYTD,MAR,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,411
2025,FYTD,MAR,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,46
2025,FYTD,MAY,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,54
2025,FYTD,MAY,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,6
2025,FYTD,MAY,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,4
2025,FYTD,MAY,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,2
2025,FYTD,MAY,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,4
2025,FYTD,MAY,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,324
2025,FYTD,MAY,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,68
2025,FYTD,MAY,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,12
2025,FYTD,MAY,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,13
2025,FYTD,MAY,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,12
2025,FYTD,MAY,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3043
2025,FYTD,MAY,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,148
2025,FYTD,MAY,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,3
2025,FYTD,MAY,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,27
2025,FYTD,MAY,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,6
2025,FYTD,MAY,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,7
2025,FYTD,MAY,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,51
2025,FYTD,MAY,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,29
2025,FYTD,MAY,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,183
2025,FYTD,MAY,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,190
2025,FYTD,MAY,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,142
2025,FYTD,MAY,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,714
2025,FYTD,MAY,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,312
2025,FYTD,MAY,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,5425
2025,FYTD,MAY,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,664
2025,FYTD,MAY,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,43
2025,FYTD,MAY,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,189
2025,FYTD,MAY,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,95
2025,FYTD,MAY,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,640
2025,FYTD,MAY,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,40
2025,FYTD,NOV,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,2
2025,FYTD,NOV,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,63
2025,FYTD,NOV,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,20
2025,FYTD,NOV,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,533
2025,FYTD,NOV,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,714
2025,FYTD,NOV,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2340
2025,FYTD,NOV,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,5404
2025,FYTD,NOV,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,11776
2025,FYTD,NOV,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,677
2025,FYTD,NOV,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,763
2025,FYTD,NOV,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1603
2025,FYTD,NOV,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,4692
2025,FYTD,NOV,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,18291
2025,FYTD,NOV,Office of Field Operations,UAC,El Salvador,Title 8,Inadmissibles,22
2025,FYTD,NOV,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,45
2025,FYTD,NOV,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,86
2025,FYTD,NOV,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,186
2025,FYTD,NOV,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,357
2025,FYTD,NOV,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,633
2025,FYTD,NOV,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,1833
2025,FYTD,NOV,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,1073
2025,FYTD,NOV,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,4003
2025,FYTD,NOV,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,4705
2025,FYTD,NOV,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,729
2025,FYTD,NOV,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,2757
2025,FYTD,NOV,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,1280
2025,FYTD,NOV,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,14931
2025,FYTD,NOV,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,8900
2025,FYTD,NOV,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,511
2025,FYTD,NOV,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,1849
2025,FYTD,NOV,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,1236
2025,FYTD,NOV,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,1743
2025,FYTD,NOV,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,426
2025,FYTD,OCT,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2025,FYTD,OCT,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,4
2025,FYTD,OCT,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,3
2025,FYTD,OCT,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,93
2025,FYTD,OCT,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,27
2025,FYTD,OCT,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,524
2025,FYTD,OCT,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,597
2025,FYTD,OCT,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2210
2025,FYTD,OCT,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,5411
2025,FYTD,OCT,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,12730
2025,FYTD,OCT,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,575
2025,FYTD,OCT,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,678
2025,FYTD,OCT,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1564
2025,FYTD,OCT,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,4979
2025,FYTD,OCT,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,19680
2025,FYTD,OCT,Office of Field Operations,UAC,El Salvador,Title 8,Inadmissibles,11
2025,FYTD,OCT,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,35
2025,FYTD,OCT,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,62
2025,FYTD,OCT,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,211
2025,FYTD,OCT,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,406
2025,FYTD,OCT,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,756
2025,FYTD,OCT,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,1738
2025,FYTD,OCT,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,1167
2025,FYTD,OCT,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,5724
2025,FYTD,OCT,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,5851
2025,FYTD,OCT,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,763
2025,FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,3192
2025,FYTD,OCT,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,1432
2025,FYTD,OCT,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,17680
2025,FYTD,OCT,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,12336
2025,FYTD,OCT,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,491
2025,FYTD,OCT,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,1695
2025,FYTD,OCT,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,1201
2025,FYTD,OCT,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,1985
2025,FYTD,OCT,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,504
2025,Remaining,SEP,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1
2025,Remaining,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,54
2025,Remaining,SEP,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2025,Remaining,SEP,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,3
2025,Remaining,SEP,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,3
2025,Remaining,SEP,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,355
2025,Remaining,SEP,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,48
2025,Remaining,SEP,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,2
2025,Remaining,SEP,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,13
2025,Remaining,SEP,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,14
2025,Remaining,SEP,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2606
2025,Remaining,SEP,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,117
2025,Remaining,SEP,Office of Field Operations,UAC,El Salvador,Title 8,Inadmissibles,3
2025,Remaining,SEP,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,39
2025,Remaining,SEP,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,1
2025,Remaining,SEP,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,21
2025,Remaining,SEP,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,104
2025,Remaining,SEP,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,69
2025,Remaining,SEP,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,592
2025,Remaining,SEP,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,193
2025,Remaining,SEP,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,129
2025,Remaining,SEP,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,581
2025,Remaining,SEP,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,388
2025,Remaining,SEP,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,4656
2025,Remaining,SEP,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,831
2025,Remaining,SEP,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,18
2025,Remaining,SEP,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,126
2025,Remaining,SEP,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,62
2025,Remaining,SEP,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,578
2025,Remaining,SEP,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,38
2026 (FYTD),FYTD,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,43
2026 (FYTD),FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,6
2026 (FYTD),FYTD,APR,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,4
2026 (FYTD),FYTD,APR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,APR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,288
2026 (FYTD),FYTD,APR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,12
2026 (FYTD),FYTD,APR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,8
2026 (FYTD),FYTD,APR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,25
2026 (FYTD),FYTD,APR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,14
2026 (FYTD),FYTD,APR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3278
2026 (FYTD),FYTD,APR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,146
2026 (FYTD),FYTD,APR,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,3
2026 (FYTD),FYTD,APR,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,60
2026 (FYTD),FYTD,APR,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,APR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2
2026 (FYTD),FYTD,APR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,12
2026 (FYTD),FYTD,APR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,24
2026 (FYTD),FYTD,APR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,137
2026 (FYTD),FYTD,APR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,95
2026 (FYTD),FYTD,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,139
2026 (FYTD),FYTD,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,688
2026 (FYTD),FYTD,APR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,511
2026 (FYTD),FYTD,APR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,6000
2026 (FYTD),FYTD,APR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,745
2026 (FYTD),FYTD,APR,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,13
2026 (FYTD),FYTD,APR,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,62
2026 (FYTD),FYTD,APR,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,41
2026 (FYTD),FYTD,APR,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,481
2026 (FYTD),FYTD,APR,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,14
2026 (FYTD),FYTD,DEC,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,54
2026 (FYTD),FYTD,DEC,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1
2026 (FYTD),FYTD,DEC,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,DEC,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,1
2026 (FYTD),FYTD,DEC,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,3
2026 (FYTD),FYTD,DEC,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,389
2026 (FYTD),FYTD,DEC,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,26
2026 (FYTD),FYTD,DEC,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,4
2026 (FYTD),FYTD,DEC,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,19
2026 (FYTD),FYTD,DEC,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,8
2026 (FYTD),FYTD,DEC,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2820
2026 (FYTD),FYTD,DEC,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,151
2026 (FYTD),FYTD,DEC,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,1
2026 (FYTD),FYTD,DEC,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,37
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,17
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,45
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,18
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,176
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,128
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,124
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,674
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,339
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,3578
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,833
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,12
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,116
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,33
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,355
2026 (FYTD),FYTD,DEC,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,28
2026 (FYTD),FYTD,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,41
2026 (FYTD),FYTD,FEB,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,3
2026 (FYTD),FYTD,FEB,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,229
2026 (FYTD),FYTD,FEB,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,6
2026 (FYTD),FYTD,FEB,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,4
2026 (FYTD),FYTD,FEB,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,12
2026 (FYTD),FYTD,FEB,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,8
2026 (FYTD),FYTD,FEB,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2566
2026 (FYTD),FYTD,FEB,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,115
2026 (FYTD),FYTD,FEB,Office of Field Operations,UAC,El Salvador,Title 8,Inadmissibles,1
2026 (FYTD),FYTD,FEB,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,3
2026 (FYTD),FYTD,FEB,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,1
2026 (FYTD),FYTD,FEB,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,23
2026 (FYTD),FYTD,FEB,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,12
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,15
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,98
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,72
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,148
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,634
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,367
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,4118
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,680
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,16
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,56
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,31
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,345
2026 (FYTD),FYTD,FEB,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,7
2026 (FYTD),FYTD,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,40
2026 (FYTD),FYTD,JAN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,JAN,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,JAN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,JAN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,3
2026 (FYTD),FYTD,JAN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,299
2026 (FYTD),FYTD,JAN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,13
2026 (FYTD),FYTD,JAN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,6
2026 (FYTD),FYTD,JAN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,16
2026 (FYTD),FYTD,JAN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,8
2026 (FYTD),FYTD,JAN,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3103
2026 (FYTD),FYTD,JAN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,107
2026 (FYTD),FYTD,JAN,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,1
2026 (FYTD),FYTD,JAN,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,45
2026 (FYTD),FYTD,JAN,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,6
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,4
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,24
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,7
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,84
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,61
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,118
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,517
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,310
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,3912
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,594
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,4
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,76
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,22
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,325
2026 (FYTD),FYTD,JAN,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,18
2026 (FYTD),FYTD,JUL,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,54
2026 (FYTD),FYTD,JUL,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,JUL,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,1
